id,group,time,score
1,Control,t3,8.53
2,Control,t3,9.03
3,Control,t3,9.01
4,Control,t3,6.86
5,Control,t3,9.96
6,Control,t3,8.1
7,Control,t3,9.81
8,Control,t3,10.5
1,EcN,t3,6.78
2,EcN,t3,7.81
3,EcN,t3,8.26
4,EcN,t3,8.19
5,EcN,t3,8.12
6,EcN,t3,8.26
7,EcN,t3,6.19
8,EcN,t3,7.1
