id,group,time,score
1,Control,t1,131
2,Control,t1,123
3,Control,t1,142
4,Control,t1,160
5,Control,t1,148
6,Control,t1,129
7,Control,t1,144
8,Control,t1,133
1,EcN,t1,82.2
2,EcN,t1,133
3,EcN,t1,162
4,EcN,t1,140
5,EcN,t1,155
6,EcN,t1,212
7,EcN,t1,155
8,EcN,t1,
1,Control,t2,138
2,Control,t2,112
3,Control,t2,130
4,Control,t2,129
5,Control,t2,129
6,Control,t2,125
7,Control,t2,158
8,Control,t2,140
1,EcN,t2,112
2,EcN,t2,166
3,EcN,t2,178
4,EcN,t2,164
5,EcN,t2,126
6,EcN,t2,158
7,EcN,t2,
8,EcN,t2,129
1,Control,t3,118
2,Control,t3,88.7
3,Control,t3,125
4,Control,t3,118
5,Control,t3,146
6,Control,t3,118
7,Control,t3,107
8,Control,t3,97.7
1,EcN,t3,118
2,EcN,t3,143
3,EcN,t3,104
4,EcN,t3,103
5,EcN,t3,103
6,EcN,t3,88.7
7,EcN,t3,68.1
8,EcN,t3,55.2
1,Control,t4,86.1
2,Control,t4,
3,Control,t4,87.4
4,Control,t4,87.4
5,Control,t4,88.7
6,Control,t4,97.7
7,Control,t4,82.2
8,Control,t4,92.5
1,EcN,t4,93.8
2,EcN,t4,89.9
3,EcN,t4,88.7
4,EcN,t4,100
5,EcN,t4,88.7
6,EcN,t4,105
7,EcN,t4,92.5
8,EcN,t4,91.2
