id,group,time,score
1,Control,t1,54.5
2,Control,t1,76
3,Control,t1,52
4,Control,t1,46.7
5,Control,t1,75.4
6,Control,t1,
7,Control,t1,61.5
8,Control,t1,90.5
1,EcN,t1,67.6
2,EcN,t1,58.4
3,EcN,t1,67.8
4,EcN,t1,63.3
5,EcN,t1,55.7
6,EcN,t1,63.6
7,EcN,t1,50.9
8,EcN,t1,51.9
1,Control,t2,38.6
2,Control,t2,51.1
3,Control,t2,25.4
4,Control,t2,49.7
5,Control,t2,45.8
6,Control,t2,32.2
7,Control,t2,57.2
8,Control,t2,41.6
1,EcN,t2,58.9
2,EcN,t2,39.7
3,EcN,t2,53.9
4,EcN,t2,55.8
5,EcN,t2,47.9
6,EcN,t2,38.1
7,EcN,t2,33.8
8,EcN,t2,
1,Control,t3,54.9
2,Control,t3,74
3,Control,t3,68.9
4,Control,t3,45.3
5,Control,t3,46.1
6,Control,t3,60
7,Control,t3,53.5
8,Control,t3,57.5
1,EcN,t3,46.1
2,EcN,t3,70.3
3,EcN,t3,63.6
4,EcN,t3,58.5
5,EcN,t3,43.9
6,EcN,t3,45.1
7,EcN,t3,58.2
8,EcN,t3,56.9
