id,group,time,score
1,Control,t1,75.8
2,Control,t1,57.8
3,Control,t1,103
4,Control,t1,51.4
5,Control,t1,33.4
6,Control,t1,43.6
7,Control,t1,69.4
8,Control,t1,69.4
1,EcN,t1,62.9
2,EcN,t1,70.6
3,EcN,t1,38.5
4,EcN,t1,57.8
5,EcN,t1,37.2
6,EcN,t1,39.8
7,EcN,t1,74.5
8,EcN,t1,37.2
1,Control,t2,121
2,Control,t2,133
3,Control,t2,131
4,Control,t2,127
5,Control,t2,105
6,Control,t2,155
7,Control,t2,305
8,Control,t2,269
1,EcN,t2,135
2,EcN,t2,175
3,EcN,t2,114
4,EcN,t2,104
5,EcN,t2,277
6,EcN,t2,122
7,EcN,t2,157
8,EcN,t2,178
1,Control,t3,274
2,Control,t3,109
3,Control,t3,157
4,Control,t3,133
5,Control,t3,169
6,Control,t3,134
7,Control,t3,204
8,Control,t3,148
1,EcN,t3,208
2,EcN,t3,205
3,EcN,t3,221
4,EcN,t3,93.8
5,EcN,t3,157
6,EcN,t3,177
7,EcN,t3,117
8,EcN,t3,182
