id,group,time,score
1,Control,t1,24
2,Control,t1,28.3
3,Control,t1,49.8
4,Control,t1,23.8
5,Control,t1,50.6
6,Control,t1,
7,Control,t1,47.4
8,Control,t1,50
1,EcN,t1,32.9
2,EcN,t1,26
3,EcN,t1,33.3
4,EcN,t1,52.5
5,EcN,t1,29.3
6,EcN,t1,40.8
7,EcN,t1,24.7
8,EcN,t1,40.8
1,Control,t2,19.3
2,Control,t2,30.5
3,Control,t2,14.1
4,Control,t2,16.5
5,Control,t2,17.6
6,Control,t2,17.9
7,Control,t2,16.2
8,Control,t2,27.9
1,EcN,t2,26.2
2,EcN,t2,19.7
3,EcN,t2,21.4
4,EcN,t2,22.2
5,EcN,t2,13.4
6,EcN,t2,13.6
7,EcN,t2,13.2
8,EcN,t2,
1,Control,t3,13.2
2,Control,t3,15.1
3,Control,t3,23.1
4,Control,t3,8.3
5,Control,t3,15.5
6,Control,t3,28.5
7,Control,t3,29.5
8,Control,t3,25
1,EcN,t3,18.3
2,EcN,t3,19.2
3,EcN,t3,13.4
4,EcN,t3,12.9
5,EcN,t3,9.29
6,EcN,t3,14.9
7,EcN,t3,17.2
8,EcN,t3,18.8
