id,group,time,score
1,Control,t1,43.5
2,Control,t1,21.5
3,Control,t1,43.3
4,Control,t1,51
5,Control,t1,23
6,Control,t1,
7,Control,t1,37.7
8,Control,t1,9.52
1,EcN,t1,31.7
2,EcN,t1,38.2
3,EcN,t1,29.3
4,EcN,t1,33.9
5,EcN,t1,40.6
6,EcN,t1,31.2
7,EcN,t1,47.6
8,EcN,t1,44.4
1,Control,t2,42.7
2,Control,t2,37.9
3,Control,t2,53.4
4,Control,t2,40.5
5,Control,t2,37.5
6,Control,t2,50.3
7,Control,t2,35.5
8,Control,t2,43.2
1,EcN,t2,33
2,EcN,t2,52.3
3,EcN,t2,30.7
4,EcN,t2,34.1
5,EcN,t2,35.7
6,EcN,t2,52.3
7,EcN,t2,51.2
8,EcN,t2,
1,Control,t3,37.7
2,Control,t3,18.4
3,Control,t3,22.5
4,Control,t3,40.9
5,Control,t3,45.2
6,Control,t3,30.8
7,Control,t3,31.6
8,Control,t3,29.9
1,EcN,t3,45.4
2,EcN,t3,22.4
3,EcN,t3,31.7
4,EcN,t3,35.9
5,EcN,t3,42.6
6,EcN,t3,40.1
7,EcN,t3,30.8
8,EcN,t3,33.6
