id,group,time,score
1,Control,t1,5.77
2,Control,t1,2.4
3,Control,t1,4.32
4,Control,t1,3.63
5,Control,t1,4.63
6,Control,t1,1.36
7,Control,t1,2.22
8,Control,t1,2.91
1,EcN,t1,3.43
2,EcN,t1,3.11
3,EcN,t1,3.4
4,EcN,t1,2.5
5,EcN,t1,2.23
6,EcN,t1,2.69
7,EcN,t1,2.61
8,EcN,t1,1.93
1,Control,t2,15.7
2,Control,t2,11.2
3,Control,t2,12.1
4,Control,t2,8.29
5,Control,t2,13.3
6,Control,t2,21.8
7,Control,t2,16
8,Control,t2,10.4
1,EcN,t2,13
2,EcN,t2,14.8
3,EcN,t2,3.62
4,EcN,t2,3.66
5,EcN,t2,9.15
6,EcN,t2,9.32
7,EcN,t2,18.6
8,EcN,t2,
1,Control,t3,8.12
2,Control,t3,4.27
3,Control,t3,3.78
4,Control,t3,5.45
5,Control,t3,6.7
6,Control,t3,7.32
7,Control,t3,14.5
8,Control,t3,8.92
1,EcN,t3,6.89
2,EcN,t3,2.88
3,EcN,t3,9.24
4,EcN,t3,9.89
5,EcN,t3,6.9
6,EcN,t3,8.61
7,EcN,t3,5.96
8,EcN,t3,8.36
