id,group,time,score
1,Control,t1,117.5965
2,Control,t1,109.256
3,Control,t1,49.966
4,Control,t1,66.64
5,Control,t1,26.565
6,Control,t1,91.021
7,Control,t1,71.1655
8,Control,t1,91.021
1,EcN,t1,106.386
2,EcN,t1,47.6
3,EcN,t1,55.594
4,EcN,t1,88.0775
5,EcN,t1,65.5095
6,EcN,t1,164.7625
7,EcN,t1,73.5595
8,EcN,t1,104.419
1,Control,t2,169.7395
2,Control,t2,215.5335
3,Control,t2,68.4775
4,Control,t2,96.4075
5,Control,t2,65.7545
6,Control,t2,85.6625
7,Control,t2,47.3235
8,Control,t2,79.0125
1,EcN,t2,124.4985
2,EcN,t2,109.2
3,EcN,t2,50.708
4,EcN,t2,11.8895
5,EcN,t2,106.813
6,EcN,t2,99.2705
7,EcN,t2,50.8445
8,EcN,t2,110.6175
1,Control,t3,59.9935
2,Control,t3,52.052
3,Control,t3,67.361
4,Control,t3,330.7955
5,Control,t3,81.354
6,Control,t3,227.0975
7,Control,t3,90.944
8,Control,t3,138.1905
1,EcN,t3,35.9975
2,EcN,t3,73.3495
3,EcN,t3,162.162
4,EcN,t3,159.215
5,EcN,t3,163.3065
6,EcN,t3,245.3115
7,EcN,t3,163.3065
8,EcN,t3,245.3115
